layer,neuron,n,mean_effect,mean_abs_effect,sign_consistency,examples
18,4509,2,0.008969400310888886,0.008969400310888886,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.012132253497838974}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.005806547123938799}]"
20,4080,1,-0.008967805653810501,0.008967805653810501,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": -0.008967805653810501}]"
22,2816,1,-0.008966471999883652,0.008966471999883652,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.008966471999883652}]"
8,79,2,-0.008964805863797665,0.008964805863797665,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.013231834396719933}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.004697777330875397}]"
15,3049,2,0.008962033782154322,0.008962033782154322,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": 0.008226271718740463}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.00969779584556818}]"
17,1240,1,0.00895185861736536,0.00895185861736536,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.00895185861736536}]"
17,1914,1,0.008951506577432156,0.008951506577432156,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.008951506577432156}]"
21,1472,1,-0.008949192240834236,0.008949192240834236,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.008949192240834236}]"
20,3259,1,-0.0089478250592947,0.0089478250592947,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0089478250592947}]"
15,3493,1,-0.008945752866566181,0.008945752866566181,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.008945752866566181}]"
19,970,2,0.008941300678998232,0.008941300678998232,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.008970051072537899}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.008912550285458565}]"
18,980,2,-0.008938556304201484,0.008938556304201484,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": -0.005952638108283281}, {""suite"": ""text"", ""token"": "" Photos"", ""effect"": -0.011924474500119686}]"
21,3839,1,-0.00893791951239109,0.00893791951239109,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": -0.00893791951239109}]"
6,1188,1,0.008932969532907009,0.008932969532907009,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.008932969532907009}]"
19,3716,2,-0.00893234834074974,0.00893234834074974,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.007988201454281807}, {""suite"": ""math"", ""token"": "" The"", ""effect"": -0.009876495227217674}]"
19,131,1,0.008931798860430717,0.008931798860430717,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.008931798860430717}]"
21,902,1,-0.008928189985454082,0.008928189985454082,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.008928189985454082}]"
18,1483,2,0.00013057515025138855,0.00892425887286663,0.5,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.008793683722615242}, {""suite"": ""code"", ""token"": "" def"", ""effect"": 0.009054834023118019}]"
20,392,1,0.008917645551264286,0.008917645551264286,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": 0.008917645551264286}]"
13,1523,1,0.008915884420275688,0.008915884420275688,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.008915884420275688}]"
12,4201,2,-0.0036906967870891094,0.008915313985198736,0.5,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.012606010772287846}, {""suite"": ""code"", ""token"": "" def"", ""effect"": 0.005224617198109627}]"
9,4838,1,-0.00891488790512085,0.00891488790512085,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.00891488790512085}]"
17,1004,2,0.00890579866245389,0.00890579866245389,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.007950919680297375}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.009860677644610405}]"
19,4064,3,0.008904384293903908,0.008904384293903908,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.011256758123636246}, {""suite"": ""math"", ""token"": "" The"", ""effect"": 0.007586285006254911}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.007870109751820564}]"
19,3353,1,-0.008904030546545982,0.008904030546545982,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": -0.008904030546545982}]"
20,3780,1,0.008899168111383915,0.008899168111383915,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.008899168111383915}]"
21,1233,3,0.008898588518301645,0.008898588518301645,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.009172546677291393}, {""suite"": ""math"", ""token"": "" The"", ""effect"": 0.008839559741318226}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.008683659136295319}]"
16,223,1,-0.008896687999367714,0.008896687999367714,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.008896687999367714}]"
13,1249,1,0.008894878439605236,0.008894878439605236,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.008894878439605236}]"
19,4052,1,-0.00889436062425375,0.00889436062425375,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.00889436062425375}]"
23,3146,1,0.008889131247997284,0.008889131247997284,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.008889131247997284}]"
12,1106,3,0.008887559796373049,0.008887559796373049,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": 0.0052368659526109695}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.01494489423930645}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.006480919197201729}]"
10,1053,1,-0.008887105621397495,0.008887105621397495,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.008887105621397495}]"
5,748,1,0.00888361968100071,0.00888361968100071,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.00888361968100071}]"
21,4042,1,0.008882070891559124,0.008882070891559124,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.008882070891559124}]"
15,1945,1,-0.008881250396370888,0.008881250396370888,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.008881250396370888}]"
17,1754,1,0.008878295309841633,0.008878295309841633,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.008878295309841633}]"
7,3669,1,-0.008877386339008808,0.008877386339008808,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.008877386339008808}]"
17,4670,3,0.008869255892932415,0.008869255892932415,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.00883425772190094}, {""suite"": ""math"", ""token"": "" The"", ""effect"": 0.00639484915882349}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.011378660798072815}]"
21,3081,2,0.008869169047102332,0.008869169047102332,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": 0.005101755727082491}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.012636582367122173}]"
15,2960,1,-0.008869056589901447,0.008869056589901447,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": -0.008869056589901447}]"
12,2683,1,0.00886722095310688,0.00886722095310688,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.00886722095310688}]"
22,2622,1,0.008855581283569336,0.008855581283569336,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.008855581283569336}]"
16,1492,1,-0.008851639926433563,0.008851639926433563,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": -0.008851639926433563}]"
19,2795,1,0.008850078098475933,0.008850078098475933,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.008850078098475933}]"
20,1263,1,0.008841114118695259,0.008841114118695259,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.008841114118695259}]"
18,1098,1,-0.008840670809149742,0.008840670809149742,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": -0.008840670809149742}]"
14,2027,1,0.008838494308292866,0.008838494308292866,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.008838494308292866}]"
9,4054,2,-0.008832022082060575,0.008832022082060575,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.004356497898697853}, {""suite"": ""code"", ""token"": "" def"", ""effect"": -0.013307546265423298}]"
3,3605,1,-0.008828102611005306,0.008828102611005306,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": -0.008828102611005306}]"
7,2062,1,-0.008820000104606152,0.008820000104606152,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.008820000104606152}]"
19,3247,1,-0.008819370530545712,0.008819370530545712,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": -0.008819370530545712}]"
14,999,5,0.0005555661395192146,0.008819146268069743,0.8,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.005446425639092922}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.006494054105132818}, {""suite"": ""math"", ""token"": "" The"", ""effect"": -0.0037538441829383373}, {""suite"": ""text"", ""token"": "" The"", ""effect"": -0.004964626394212246}]"
16,1518,1,0.008813613094389439,0.008813613094389439,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.008813613094389439}]"
16,2669,2,-0.0006585116498172283,0.00881245220080018,0.5,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.008153940550982952}, {""suite"": ""math"", ""token"": "" The"", ""effect"": -0.009470963850617409}]"
8,998,1,0.0088112223893404,0.0088112223893404,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.0088112223893404}]"
12,1314,1,0.008810100145637989,0.008810100145637989,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.008810100145637989}]"
10,1460,4,-0.005073428037576377,0.008806087193079293,0.75,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.00893447920680046}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.010616976767778397}, {""suite"": ""text"", ""token"": "" The"", ""effect"": -0.008207574486732483}, {""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.007465318311005831}]"
18,1980,1,-0.008799801580607891,0.008799801580607891,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.008799801580607891}]"
18,534,1,0.0087972953915596,0.0087972953915596,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.0087972953915596}]"
10,4516,1,-0.008792011998593807,0.008792011998593807,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.008792011998593807}]"
19,2409,1,-0.008789731189608574,0.008789731189608574,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.008789731189608574}]"
16,2845,1,-0.008783847093582153,0.008783847093582153,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.008783847093582153}]"
10,540,3,-9.265573074420294e-06,0.00878347409889102,0.6666666666666666,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.00799008272588253}, {""suite"": ""math"", ""token"": "" The"", ""effect"": -0.00519902678206563}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.0131613127887249}]"
22,4804,3,0.008781245599190394,0.008781245599190394,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.008811494335532188}, {""suite"": ""math"", ""token"": "" The"", ""effect"": 0.009573766030371189}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.007958476431667805}]"
17,1412,1,0.00877732690423727,0.00877732690423727,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.00877732690423727}]"
19,3279,1,0.008772839792072773,0.008772839792072773,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.008772839792072773}]"
22,1776,1,-0.008770952932536602,0.008770952932536602,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.008770952932536602}]"
5,1907,2,0.008769169682636857,0.008769169682636857,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.005061897914856672}, {""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.012476441450417042}]"
10,2948,1,-0.008768746629357338,0.008768746629357338,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": -0.008768746629357338}]"
17,2029,1,-0.0087650241330266,0.0087650241330266,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.0087650241330266}]"
22,1314,1,-0.008757352828979492,0.008757352828979492,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": -0.008757352828979492}]"
18,4138,2,-0.00875205360352993,0.00875205360352993,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.007957719266414642}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.009546387940645218}]"
19,3259,1,-0.008734201081097126,0.008734201081097126,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": -0.008734201081097126}]"
17,3956,1,0.008732069283723831,0.008732069283723831,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.008732069283723831}]"
18,3489,1,0.008729483000934124,0.008729483000934124,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.008729483000934124}]"
18,3113,1,0.00872905645519495,0.00872905645519495,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.00872905645519495}]"
22,1911,1,0.0087279649451375,0.0087279649451375,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.0087279649451375}]"
21,3766,1,-0.008723701350390911,0.008723701350390911,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.008723701350390911}]"
22,3911,1,0.008723355829715729,0.008723355829715729,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.008723355829715729}]"
22,941,1,0.008722158148884773,0.008722158148884773,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.008722158148884773}]"
23,4401,1,-0.008719149976968765,0.008719149976968765,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.008719149976968765}]"
15,3290,3,0.008718007088949284,0.008718007088949284,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.006957465782761574}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.013561716303229332}, {""suite"": ""math"", ""token"": "" The"", ""effect"": 0.005634839180856943}]"
18,3185,1,0.008712218143045902,0.008712218143045902,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.008712218143045902}]"
7,3045,6,-0.0014342503466953833,0.008711517710859576,0.5,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.006271999329328537}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.006413791794329882}, {""suite"": ""math"", ""token"": "" The"", ""effect"": 0.004341593012213707}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.011218209750950336}]"
18,876,1,0.008708147332072258,0.008708147332072258,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.008708147332072258}]"
23,4787,1,-0.008699403144419193,0.008699403144419193,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": -0.008699403144419193}]"
13,3209,1,0.008687300607562065,0.008687300607562065,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.008687300607562065}]"
22,4376,1,-0.008686484768986702,0.008686484768986702,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.008686484768986702}]"
16,4117,1,-0.008685319684445858,0.008685319684445858,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": -0.008685319684445858}]"
7,1836,1,0.008682925254106522,0.008682925254106522,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": 0.008682925254106522}]"
21,704,2,0.008682857267558575,0.008682857267558575,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.011053675785660744}, {""suite"": ""math"", ""token"": "" The"", ""effect"": 0.006312038749456406}]"
20,3937,1,-0.00868210755288601,0.00868210755288601,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.00868210755288601}]"
16,3317,1,-0.008682052604854107,0.008682052604854107,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": -0.008682052604854107}]"
18,3471,1,-0.008672116324305534,0.008672116324305534,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": -0.008672116324305534}]"
19,4791,1,-0.0086674178019166,0.0086674178019166,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": -0.0086674178019166}]"
16,4713,1,0.008667394518852234,0.008667394518852234,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.008667394518852234}]"
10,2805,1,-0.008666678331792355,0.008666678331792355,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": -0.008666678331792355}]"
21,1173,1,-0.008661482483148575,0.008661482483148575,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.008661482483148575}]"
4,1118,2,0.008660839637741446,0.008660839637741446,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.007568209897726774}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.009753469377756119}]"
19,1660,1,-0.00865882821381092,0.00865882821381092,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.00865882821381092}]"
15,1980,4,0.006187898456119001,0.00865634169895202,0.75,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.004936886485666037}, {""suite"": ""math"", ""token"": "" The"", ""effect"": 0.014665143564343452}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.009040974080562592}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.005982362665235996}]"
21,1290,1,-0.008652416057884693,0.008652416057884693,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.008652416057884693}]"
13,4779,1,0.008652242831885815,0.008652242831885815,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.008652242831885815}]"
13,2442,3,0.0004890449345111847,0.00864941937228044,0.6666666666666666,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.012240561656653881}, {""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.008655231446027756}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.005052465014159679}]"
19,147,1,0.00864718109369278,0.00864718109369278,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.00864718109369278}]"
7,3373,1,0.008645975962281227,0.008645975962281227,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.008645975962281227}]"
15,2610,1,-0.008638210594654083,0.008638210594654083,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": -0.008638210594654083}]"
21,2752,1,0.008636127226054668,0.008636127226054668,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.008636127226054668}]"
17,1768,3,0.008629546035081148,0.008629546035081148,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.013589010573923588}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.006939615588635206}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.00536001194268465}]"
17,3096,2,0.008628018433228135,0.008628018433228135,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.00748461252078414}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.00977142434567213}]"
14,1933,3,0.00862587538237373,0.00862587538237373,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.00433731684461236}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.014274547807872295}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.007265761494636536}]"
19,525,1,0.00862104818224907,0.00862104818224907,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.00862104818224907}]"
17,1994,1,0.008619132451713085,0.008619132451713085,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.008619132451713085}]"
20,3110,1,-0.008618596941232681,0.008618596941232681,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.008618596941232681}]"
19,1406,1,-0.008616507053375244,0.008616507053375244,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": -0.008616507053375244}]"
19,3032,1,0.008615348488092422,0.008615348488092422,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.008615348488092422}]"
16,2379,2,0.008612405275925994,0.008612405275925994,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.0098580252379179}, {""suite"": ""code"", ""token"": "" def"", ""effect"": 0.007366785313934088}]"
14,296,1,-0.008611602708697319,0.008611602708697319,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.008611602708697319}]"
9,3777,1,-0.008611484430730343,0.008611484430730343,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": -0.008611484430730343}]"
23,833,1,0.008604434318840504,0.008604434318840504,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.008604434318840504}]"
17,1718,1,-0.008603119291365147,0.008603119291365147,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": -0.008603119291365147}]"
19,4363,1,-0.008602670393884182,0.008602670393884182,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": -0.008602670393884182}]"
16,4092,1,-0.00859781913459301,0.00859781913459301,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.00859781913459301}]"
19,4760,1,0.008593106642365456,0.008593106642365456,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.008593106642365456}]"
16,4539,2,-0.002602202584967017,0.008587791817262769,0.5,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.005985589232295752}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.011189994402229786}]"
3,2215,3,0.006331569437558453,0.008582955303912362,0.6666666666666666,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.019974227994680405}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.002397559117525816}, {""suite"": ""text"", ""token"": "" Photos"", ""effect"": -0.0033770787995308638}]"
21,4481,1,-0.008582058362662792,0.008582058362662792,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": -0.008582058362662792}]"
20,1415,1,0.008571883663535118,0.008571883663535118,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.008571883663535118}]"
17,3988,2,0.008571863174438477,0.008571863174438477,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.008421436883509159}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.008722289465367794}]"
18,2717,5,-0.0018980732187628747,0.008571288548409939,0.6,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.007892555557191372}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.007344909943640232}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.008790482766926289}, {""suite"": ""text"", ""token"": "" Photos"", ""effect"": -0.01029255986213684}]"
15,804,1,0.008566489443182945,0.008566489443182945,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": 0.008566489443182945}]"
21,3441,1,0.008566239848732948,0.008566239848732948,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.008566239848732948}]"
18,571,1,-0.008561363443732262,0.008561363443732262,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.008561363443732262}]"
17,408,6,0.008561229798942804,0.008561229798942804,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.008339802734553814}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.0063910107128322124}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.010877723805606365}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.008837772533297539}]"
15,1519,3,0.0085589699447155,0.0085589699447155,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.009932153858244419}, {""suite"": ""math"", ""token"": "" The"", ""effect"": 0.007658454589545727}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.008086301386356354}]"
12,3467,2,0.008558276342228055,0.008558276342228055,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": 0.010953058488667011}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.006163494195789099}]"
19,857,1,-0.008558095432817936,0.008558095432817936,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": -0.008558095432817936}]"
21,4102,1,0.008554363623261452,0.008554363623261452,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.008554363623261452}]"
21,1895,1,-0.00854363664984703,0.00854363664984703,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.00854363664984703}]"
3,2149,2,0.008538857335224748,0.008538857335224748,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0070541189052164555}, {""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.01002359576523304}]"
18,4694,1,-0.00853626150637865,0.00853626150637865,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": -0.00853626150637865}]"
10,1981,2,0.008527199504896998,0.008527199504896998,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0065932204015553}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.010461178608238697}]"
21,2809,2,-0.008524346631020308,0.008524346631020308,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.00919974036514759}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.007848952896893024}]"
19,77,1,-0.008524330332875252,0.008524330332875252,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": -0.008524330332875252}]"
18,1976,2,-0.0008045029826462269,0.008521791081875563,0.5,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.00932629406452179}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.007717288099229336}]"
17,1375,3,0.008512189146131277,0.008512189146131277,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.008971212431788445}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.0058966646902263165}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.01066869031637907}]"
17,3602,1,0.008508250117301941,0.008508250117301941,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.008508250117301941}]"
12,2446,1,-0.008507611230015755,0.008507611230015755,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": -0.008507611230015755}]"
18,4057,2,-0.008506914600729942,0.008506914600729942,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": -0.008028773590922356}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": -0.008985055610537529}]"
21,2597,1,0.00850620772689581,0.00850620772689581,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.00850620772689581}]"
22,4687,2,0.008500649593770504,0.008500649593770504,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": 0.008075299672782421}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.008925999514758587}]"
16,4359,4,-0.0019689907785505056,0.008496657712385058,0.5,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": 0.006069082301110029}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.006986251566559076}, {""suite"": ""text"", ""token"": "" Photos"", ""effect"": -0.013960731215775013}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": -0.006970565766096115}]"
